name,invasive
1,1.0
10,9.72709113256e-09
100,8.30190219858e-06
1000,0.000140137082781
1001,2.69052224944e-10
1002,6.43697525837e-11
1003,0.999998927116
1004,0.999999880791
1005,1.0
1006,9.93172125163e-06
1007,4.19675885155e-08
1008,3.89551040314e-08
1009,1.0
101,1.0
1010,6.1041850131e-05
1011,5.95022910943e-08
1012,1.0
1013,1.0
1014,0.999955892563
1015,8.92309526535e-06
1016,6.36332364579e-09
1017,0.991284489632
1018,1.0
1019,0.148346602917
102,3.45661987922e-08
1020,0.957885324955
1021,6.41621340947e-07
1022,5.99483911401e-08
1023,2.39605512216e-14
1024,0.999937653542
1025,5.28911016318e-07
1026,3.87337812649e-13
1027,1.0
1028,6.47616325296e-05
1029,4.81211714032e-07
103,1.0
1030,1.24341348329e-09
1031,1.0
1032,4.47212794574e-10
1033,1.71532306581e-07
1034,1.0
1035,2.7781695735e-06
1036,1.0
1037,1.0
1038,9.60179602494e-10
1039,1.0
104,1.0
1040,1.0
1041,3.21307816193e-05
1042,1.0
1043,1.0
1044,0.995486795902
1045,8.76319017351e-09
1046,1.0
1047,1.0
1048,5.69505331782e-10
1049,7.53286055755e-09
105,1.0
1050,1.0
1051,3.04777643123e-07
1052,9.13254250001e-10
1053,2.40671624852e-08
1054,1.0
1055,1.0
1056,5.0450704947e-08
1057,1.0
1058,1.0
1059,1.0
106,2.76648073338e-08
1060,1.0
1061,1.17714917675e-11
1062,1.0
1063,2.24871206725e-12
1064,6.2815401769e-09
1065,1.0
1066,1.0
1067,4.63120895799e-11
1068,0.999998927116
1069,1.0
107,6.95548067142e-07
1070,4.48849363011e-07
1071,1.35464503614e-07
1072,1.65229903359e-05
1073,2.43033076303e-11
1074,1.0
1075,0.999999880791
1076,2.82087433246e-14
1077,1.0
1078,0.0102974381298
1079,1.0
108,1.0
1080,2.4949258659e-07
1081,1.0
1082,1.0
1083,1.0
1084,1.0
1085,0.568080365658
1086,9.13744315767e-06
1087,7.81103071112e-10
1088,2.53467842271e-08
1089,1.0
109,0.999999761581
1090,2.77642389079e-08
1091,1.0
1092,2.8115981765e-10
1093,2.09293520015e-11
1094,1.0
1095,1.0
1096,1.05395265848e-07
1097,1.0
1098,0.000555693579372
1099,3.16311465909e-09
11,1.2803938465e-11
110,3.99040125387e-08
1100,0.999996423721
1101,1.0
1102,0.999998450279
1103,1.10378543638e-07
1104,1.09368381018e-08
1105,2.1168236608e-10
1106,1.0
1107,1.0
1108,4.90821257699e-05
1109,1.0
111,4.25028456874e-10
1110,1.0
1111,1.57077138851e-07
1112,0.00269376044162
1113,4.32380329585e-06
1114,8.49498515976e-09
1115,1.98192651624e-06
1116,1.0
1117,1.0
1118,8.98134778354e-12
1119,1.0
112,0.00140750186983
1120,0.999835133553
1121,3.82394983733e-11
1122,1.0
1123,5.02441889694e-06
1124,8.07725791674e-06
1125,2.34123174181e-08
1126,1.0
1127,1.10365215278e-06
1128,8.39338998304e-09
1129,6.02698424501e-09
113,5.13486106968e-08
1130,1.71656768799e-08
1131,1.0
1132,1.50606365423e-06
1133,5.12458314006e-07
1134,1.0
1135,1.2992829852e-06
1136,7.86256180163e-08
1137,1.0
1138,8.89881803801e-08
1139,0.999998688698
114,1.17461427251e-08
1140,0.00391082977876
1141,6.26580121121e-10
1142,1.0
1143,1.01677329667e-07
1144,0.999999761581
1145,3.80527183097e-08
1146,4.1199991756e-06
1147,2.11315787091e-09
1148,0.000320658175042
1149,5.03503017057e-10
115,1.0
1150,0.998486757278
1151,1.57845764237e-10
1152,0.999999761581
1153,2.56174548241e-08
1154,1.0
1155,3.73659769792e-09
1156,1.0
1157,5.2698867492e-10
1158,1.84262426046e-05
1159,1.42875733466e-09
116,1.0
1160,1.08250105768e-05
1161,1.0
1162,1.0
1163,1.13725764095e-06
1164,3.59004184247e-06
1165,1.7479308001e-09
1166,3.80058845622e-05
1167,1.0
1168,1.0
1169,7.84226728001e-08
117,1.0
1170,1.0
1171,1.0
1172,1.0
1173,6.90141860105e-07
1174,0.999999761581
1175,5.05910020365e-06
1176,1.0
1177,0.999994277954
1178,9.98421234577e-10
1179,1.84438945894e-07
118,1.32930433328e-09
1180,1.0
1181,1.0
1182,1.0
1183,2.24219115808e-06
1184,2.41780018229e-08
1185,0.0843797028065
1186,0.897836089134
1187,1.0
1188,1.63610618109e-11
1189,1.18986143605e-07
119,1.0
1190,0.00188533193432
1191,2.05861150349e-09
1192,4.22833537073e-08
1193,3.34685112957e-10
1194,3.02946681074e-08
1195,1.81188661297e-10
1196,0.999999284744
1197,1.0
1198,1.22203691717e-05
1199,1.0
12,4.16907036671e-10
120,1.0
1200,1.0
1201,6.60888474613e-07
1202,1.0
1203,1.0
1204,2.54040299907e-09
1205,0.000551994191483
1206,6.11413088336e-06
1207,5.20369027868e-08
1208,7.62927332421e-10
1209,2.65632893459e-09
121,1.0
1210,1.0
1211,1.37102131248e-06
1212,1.0
1213,1.0
1214,1.65779126537e-10
1215,1.61212554417e-09
1216,3.46118582684e-08
1217,3.56002810564e-10
1218,1.0
1219,0.995885431767
122,1.4370906456e-06
1220,5.87448339502e-05
1221,0.999712049961
1222,1.0
1223,1.0
1224,0.000151161963004
1225,1.0
1226,2.34036875213e-07
1227,1.0
1228,1.0
1229,1.62239011843e-05
123,0.99984562397
1230,1.0
1231,1.03512898253e-09
1232,1.27836456159e-05
1233,1.57901851594e-07
1234,1.0
1235,4.54497162128e-10
1236,1.0
1237,0.99999833107
1238,1.81024267931e-06
1239,7.87348710674e-08
124,1.0
1240,9.06963975922e-07
1241,9.61304230662e-11
1242,5.60234984732e-05
1243,8.47170304041e-05
1244,1.0
1245,0.810703575611
1246,1.5785051346e-06
1247,2.21063351091e-06
1248,1.0
1249,1.14186195788e-05
125,1.0
1250,2.48174892477e-05
1251,1.87655658124e-07
1252,1.11444669528e-05
1253,1.0
1254,0.00215181219392
1255,1.0
1256,1.77486742814e-06
1257,2.78266569265e-14
1258,1.0
1259,3.10856137276e-07
126,5.90308559367e-07
